a	61	61	PISTOL	0	0	-	-	-	-	-	-
a	63	63	PISTOL	0	0	-	-	-	-	-	-
a	75	75	PISTOL	0	0	-	-	-	-	-	-
a	64	64	NADES	1	0	-	-	-	-	-	-	US stock grenade
a	66	66	NADES	0	0	-	-	-	-	-	-
a	68	68	NADES	0	0	-	-	-	-	-	-
# ---- Axis ------------------------------------------------------------------------------------------
x	03	03	RIFLE	1	0	-	-	-	-	-	-	German stock rifle
x	04	04	RIFLE	0	0	-	-	-	-	-	-	G43 unscoped semi-auto -> RIFLE
x	07	07	RIFLE	0	0	-	-	-	-	-	-
x	10	10	RIFLE	0	0	-	-	-	-	-	-
x	76	-	RIFLE	0	0	models/weapons/kar98_g98.tik	GEWEHR 98	7.92MM / BOLT-ACTION	rifle	70	rifle	new tile (A1)
x	13	13	SNIPER	1	0	-	-	-	-	-	-	Axis free sniper starter (U3)
x	16	16	SNIPER	0	0	-	-	-	-	-	-	scoped semi-auto G43 -> SNIPER
x	18	18	SNIPER	0	0	-	-	-	-	-	-
x	19	19	SNIPER	0	0	-	-	-	-	-	-
x	22	22	SNIPER	0	0	-	-	-	-	-	-
x	26	26	SMG	1	0	-	-	-	-	-	-	German stock SMG
x	27	27	SMG	0	0	-	-	-	-	-	-
x	33	33	SMG	0	0	-	-	-	-	-	-
x	34	34	SMG	0	0	-	-	-	-	-	-
x	35	35	SMG	0	0	-	-	-	-	-	-
x	37	37	MG	1	0	-	-	-	-	-	-	German stock assault rifle (StG44)
x	38	38	MG	0	0	-	-	-	-	-	-	scoped StG44 is full-auto -> stays MG
x	39	39	MG	0	0	-	-	-	-	-	-
x	41	41	MG	0	0	-	-	-	-	-	-
x	43	43	MG	0	0	-	-	-	-	-	-
x	44	44	SHOTGUN	1	0	-	-	-	-	-	-	Axis free shotgun starter (U3)
x	46	46	ROCKET	1	0	-	-	-	-	-	-	German stock AT
x	77	-	ROCKET	0	0	models/weapons/kar98_mortar.tik	GEWEHRGRANATE	7.92MM / RIFLE GRENADE	shotgun	5	shotgun	LOCKED rocket tile (U3); engine dmclass stays shotgun
x	50	50	PISTOL	1	0	-	-	-	-	-	-	German stock sidearm
x	51	51	PISTOL	0	0	-	-	-	-	-	-
x	55	55	PISTOL	0	0	-	-	-	-	-	-
x	56	56	PISTOL	0	0	-	-	-	-	-	-
x	57	57	PISTOL	0	0	-	-	-	-	-	-
x	58	58	PISTOL	0	0	-	-	-	-	-	-
x	59	59	PISTOL	0	0	-	-	-	-	-	-
x	62	62	PISTOL	0	0	-	-	-	-	-	-
x	74	74	PISTOL	0	0	-	-	-	-	-	-
x	65	65	NADES	1	0	-	-	-	-	-	-	German stock grenade
x	69	69	NADES	0	0	-	-	-	-	-	-
x	67	67	NADES	0	0	-	-	-	-	-	-
